trainee_id,district,state,gender,category,dob_year,consent_flag,course,course_sector,provider,training_start_date,training_end_date,completion_status,assessment_score,certification_id,placement_type,job_title,job_sector,employer,placement_start_date,verification_status,non_placement_reason,employment_status,attrition_reason,initial_wage,wage_3_month,wage_6_month,wage_12_month
1166,Ghaziabad,Uttar Pradesh,Female,General,2002,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,48.1,CERT-1166,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1167,Faridabad,Haryana,Female,General,2002,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,62.1,CERT-1167,not_placed,,,,,unverified,Pursuing further education,,,,,,
1168,Jaipur,Rajasthan,Male,SC,2003,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,94.1,CERT-1168,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1169,Gurugram,Haryana,Male,General,2005,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,54.1,CERT-1169,wage_employment,Construction Associate,Construction,Patla-Gaba,2024-06-01,confirmed,,active,,13900.0,14500.0,15300.0,16000.0
1170,Jaipur,Rajasthan,Male,General,2005,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,89.9,CERT-1170,wage_employment,Construction Associate,Construction,Madan-Kanda,2024-07-19,confirmed,,active,,14200.0,15300.0,15900.0,16400.0
1171,Gurugram,Haryana,Other,OBC,1991,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,dropped_out,77.3,,,,,,,,,,,,,,
1172,Gurugram,Haryana,Female,SC,1992,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,45.6,CERT-1172,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
1173,Jaipur,Rajasthan,Other,ST,2005,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,93.7,CERT-1173,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
1174,Ghaziabad,Uttar Pradesh,Male,OBC,1998,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,50.8,CERT-1174,wage_employment,Construction Associate,Construction,Madan-Kanda,2024-05-27,confirmed,,active,,13500.0,14000.0,15100.0,16200.0
1175,Jaipur,Rajasthan,Female,ST,1991,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,dropped_out,83.0,,,,,,,,,,,,,,
1176,Gurugram,Haryana,Female,General,1998,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,96.4,CERT-1176,wage_employment,Construction Associate,Construction,Pant-Kadakia,2024-07-07,unverified,,active,,10900.0,11000.0,,
1177,Jaipur,Rajasthan,Female,SC,2001,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,dropped_out,92.7,,,,,,,,,,,,,,
1178,Gurugram,Haryana,Other,OBC,2006,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,71.5,CERT-1178,not_placed,,,,,unverified,Wage offered too low,,,,,,
1179,Jaipur,Rajasthan,Other,ST,2000,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,87.7,CERT-1179,wage_employment,Construction Associate,Construction,Pant-Kadakia,2024-06-26,unverified,,active,,11600.0,11600.0,12000.0,12800.0
1180,Faridabad,Haryana,Female,OBC,2002,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,79.0,CERT-1180,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1181,Jaipur,Rajasthan,Male,OBC,1992,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,52.8,CERT-1181,wage_employment,Construction Helper (low-relevance role),Construction,"Loke, Bora and Garg",2024-07-04,confirmed,,active,,14600.0,15600.0,16700.0,16400.0
1182,Faridabad,Haryana,Male,ST,2000,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,dropped_out,92.1,,,,,,,,,,,,,,
1183,Gurugram,Haryana,Male,SC,2004,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,48.7,CERT-1183,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1184,Gurugram,Haryana,Female,General,2000,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,91.6,CERT-1184,wage_employment,Construction Associate,Construction,Patla-Gaba,2024-07-22,unverified,,active,,12500.0,12800.0,13300.0,13400.0
1185,Ghaziabad,Uttar Pradesh,Female,OBC,2006,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,81.3,CERT-1185,wage_employment,Construction Helper (low-relevance role),Construction,Madan-Kanda,2024-07-16,unverified,,active,,13700.0,14200.0,15000.0,15200.0
1186,Jaipur,Rajasthan,Female,ST,1994,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,dropped_out,66.3,,,,,,,,,,,,,,
1187,Jaipur,Rajasthan,Female,General,1991,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,52.0,CERT-1187,wage_employment,Construction Associate,Construction,Madan-Kanda,2024-06-13,confirmed,,ended,Job did not match trained skillset,13200.0,13600.0,,
1188,Faridabad,Haryana,Other,ST,2006,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,86.5,CERT-1188,not_placed,,,,,unverified,Health-related reasons,,,,,,
1189,Ghaziabad,Uttar Pradesh,Male,ST,2000,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,dropped_out,70.8,,,,,,,,,,,,,,
1190,Ghaziabad,Uttar Pradesh,Female,OBC,1993,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,62.5,CERT-1190,not_placed,,,,,unverified,Pursuing further education,,,,,,
1191,Gurugram,Haryana,Other,General,2004,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,79.1,CERT-1191,wage_employment,Construction Helper (low-relevance role),Construction,"Nair, Bhalla and Karnik",2024-06-23,unverified,,active,,10900.0,11400.0,11900.0,13200.0
1192,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,1996,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,78.3,CERT-1192,apprenticeship,Construction Helper (low-relevance role),Construction,Madan-Kanda,2024-06-04,unverified,,ended,Moved to a better opportunity,11700.0,,,
1193,Gurugram,Haryana,Male,SC,2001,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,96.7,CERT-1193,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1194,Ghaziabad,Uttar Pradesh,Other,ST,2003,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,88.2,CERT-1194,wage_employment,Construction Helper (low-relevance role),Construction,Pant-Kadakia,2024-07-05,unverified,,active,,11100.0,11500.0,11600.0,11500.0
1195,Ghaziabad,Uttar Pradesh,Female,General,1991,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,64.5,CERT-1195,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1196,Ghaziabad,Uttar Pradesh,Female,OBC,1997,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,64.9,CERT-1196,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1197,Jaipur,Rajasthan,Other,SC,2001,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,75.9,CERT-1197,not_placed,,,,,unverified,Wage offered too low,,,,,,
1198,Faridabad,Haryana,Male,SC,1996,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,89.9,CERT-1198,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1199,Gautam Buddh Nagar,Uttar Pradesh,Other,SC,2001,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,79.5,CERT-1199,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1200,Jaipur,Rajasthan,Male,General,1993,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,62.8,CERT-1200,not_placed,,,,,unverified,No suitable openings in area,,,,,,
1201,Gautam Buddh Nagar,Uttar Pradesh,Other,General,2006,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,74.2,CERT-1201,not_placed,,,,,unverified,No suitable openings in area,,,,,,
1202,Gautam Buddh Nagar,Uttar Pradesh,Male,SC,1997,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,65.5,CERT-1202,not_placed,,,,,unverified,Pursuing further education,,,,,,
1203,Gurugram,Haryana,Female,ST,2007,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,60.3,CERT-1203,not_placed,,,,,unverified,Wage offered too low,,,,,,
1204,Ghaziabad,Uttar Pradesh,Male,SC,2007,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,97.8,CERT-1204,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
1205,Gautam Buddh Nagar,Uttar Pradesh,Male,SC,1994,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,84.7,CERT-1205,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
1206,Faridabad,Haryana,Female,OBC,1995,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,69.0,CERT-1206,self_employment,Construction Helper (low-relevance role),Construction,,2024-07-18,confirmed,,active,,14500.0,15500.0,15400.0,
1207,Jaipur,Rajasthan,Female,General,2007,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,56.1,CERT-1207,wage_employment,Construction Helper (low-relevance role),Construction,Pant-Kadakia,2024-07-18,confirmed,,ended,Left due to low wage relative to workload,14200.0,14400.0,,
1208,Gurugram,Haryana,Male,SC,1992,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,93.1,CERT-1208,wage_employment,Construction Helper (low-relevance role),Construction,"Konda, Gade and Shere",2024-06-01,confirmed,,active,,9800.0,10300.0,10400.0,11000.0
1209,Gurugram,Haryana,Male,General,1992,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,dropped_out,94.1,,,,,,,,,,,,,,
1210,Jaipur,Rajasthan,Female,OBC,2000,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,62.7,CERT-1210,self_employment,Construction Associate,Construction,,2024-06-21,unverified,,active,,11400.0,11700.0,12200.0,
1211,Gurugram,Haryana,Other,General,2002,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,70.6,CERT-1211,not_placed,,,,,unverified,Wage offered too low,,,,,,
1212,Gurugram,Haryana,Female,SC,1992,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,76.2,CERT-1212,wage_employment,Construction Associate,Construction,"Loke, Bora and Garg",2024-06-22,confirmed,,active,,11600.0,12500.0,13400.0,
1213,Faridabad,Haryana,Female,SC,1997,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,49.5,CERT-1213,wage_employment,Construction Associate,Construction,Pant-Kadakia,2024-07-20,confirmed,,active,,14700.0,15200.0,15900.0,
1214,Gurugram,Haryana,Female,ST,2004,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,79.5,CERT-1214,self_employment,Construction Associate,Construction,,2024-06-20,confirmed,,ended,Left due to low wage relative to workload,10200.0,,,
1215,Gurugram,Haryana,Other,General,2000,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,93.5,CERT-1215,wage_employment,Construction Associate,Construction,Patla-Gaba,2024-06-07,confirmed,,active,,9200.0,9700.0,9900.0,10500.0
1216,Gautam Buddh Nagar,Uttar Pradesh,Male,OBC,1991,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,76.1,CERT-1216,wage_employment,Construction Associate,Construction,"Loke, Bora and Garg",2024-07-13,confirmed,,active,,13400.0,14200.0,15100.0,14700.0
1217,Ghaziabad,Uttar Pradesh,Female,SC,1995,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,90.6,CERT-1217,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1218,Ghaziabad,Uttar Pradesh,Female,ST,1999,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,87.6,CERT-1218,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1219,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,1995,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,59.2,CERT-1219,not_placed,,,,,unverified,Pursuing further education,,,,,,
1220,Jaipur,Rajasthan,Female,ST,2001,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,78.7,CERT-1220,apprenticeship,Construction Helper (low-relevance role),Construction,Pant-Kadakia,2024-06-30,unverified,,ended,Job did not match trained skillset,14000.0,15100.0,16100.0,
1221,Faridabad,Haryana,Male,OBC,1995,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,72.1,CERT-1221,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1222,Gurugram,Haryana,Male,ST,1993,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,64.6,CERT-1222,self_employment,Construction Associate,Construction,,2024-07-12,unverified,,active,,13000.0,14300.0,15100.0,14900.0
1223,Ghaziabad,Uttar Pradesh,Male,OBC,2002,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,63.0,CERT-1223,wage_employment,Construction Associate,Construction,"Nair, Bhalla and Karnik",2024-07-18,unverified,,active,,13000.0,13500.0,14100.0,
1224,Jaipur,Rajasthan,Other,OBC,2005,1,Electrician Assistant,Construction,Gautam Buddh Nagar Skill Centre 6,2024-02-27,2024-05-21,completed,84.9,CERT-1224,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
1225,Gautam Buddh Nagar,Uttar Pradesh,Female,SC,2003,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,80.7,CERT-1225,not_placed,,,,,unverified,Wage offered too low,,,,,,
1226,Jaipur,Rajasthan,Other,ST,1996,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,58.0,CERT-1226,wage_employment,Hospitality Helper (low-relevance role),Hospitality,Bhatti-Kakar,2024-06-18,confirmed,,active,,10100.0,11200.0,11500.0,12200.0
1227,Jaipur,Rajasthan,Male,ST,1999,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,79.0,CERT-1227,not_placed,,,,,unverified,Pursuing further education,,,,,,
1228,Ghaziabad,Uttar Pradesh,Other,SC,2002,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,66.5,CERT-1228,not_placed,,,,,unverified,Wage offered too low,,,,,,
1229,Gautam Buddh Nagar,Uttar Pradesh,Female,SC,2004,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,dropped_out,66.0,,,,,,,,,,,,,,
1230,Jaipur,Rajasthan,Other,General,1998,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,50.8,CERT-1230,not_placed,,,,,unverified,Pursuing further education,,,,,,
1231,Faridabad,Haryana,Other,ST,1999,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,66.7,CERT-1231,not_placed,,,,,unverified,Wage offered too low,,,,,,
1232,Jaipur,Rajasthan,Female,SC,1997,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,50.9,CERT-1232,wage_employment,Hospitality Helper (low-relevance role),Hospitality,Bhatti-Kakar,2024-06-14,unverified,,active,,11900.0,11900.0,12100.0,12900.0
1233,Gurugram,Haryana,Female,SC,2007,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,dropped_out,74.9,,,,,,,,,,,,,,
1234,Gurugram,Haryana,Other,General,1992,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,90.8,CERT-1234,wage_employment,Hospitality Helper (low-relevance role),Hospitality,Mutti Group,2024-06-02,unverified,,active,,9000.0,9000.0,9100.0,
1235,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,1994,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,94.1,CERT-1235,wage_employment,Hospitality Associate,Hospitality,Mutti Group,2024-05-10,confirmed,,active,,12100.0,12300.0,12900.0,
1236,Gautam Buddh Nagar,Uttar Pradesh,Other,General,2005,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,94.8,CERT-1236,not_placed,,,,,unverified,Wage offered too low,,,,,,
1237,Jaipur,Rajasthan,Female,General,2002,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,70.5,CERT-1237,not_placed,,,,,unverified,No suitable openings in area,,,,,,
1238,Faridabad,Haryana,Female,OBC,1993,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,50.2,CERT-1238,not_placed,,,,,unverified,No suitable openings in area,,,,,,
1239,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,1994,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,45.2,CERT-1239,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
1240,Gautam Buddh Nagar,Uttar Pradesh,Female,General,1999,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,73.3,CERT-1240,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1241,Ghaziabad,Uttar Pradesh,Other,General,2005,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,77.2,CERT-1241,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1242,Jaipur,Rajasthan,Male,ST,2001,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,67.7,CERT-1242,not_placed,,,,,unverified,Wage offered too low,,,,,,
1243,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,1991,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,96.4,CERT-1243,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1244,Jaipur,Rajasthan,Female,OBC,1999,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,51.3,CERT-1244,wage_employment,Hospitality Helper (low-relevance role),Hospitality,"Yohannan, Lall and Sangha",2024-05-31,confirmed,,active,,10600.0,11100.0,11700.0,12100.0
1245,Gurugram,Haryana,Male,General,1999,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,69.7,CERT-1245,not_placed,,,,,unverified,Pursuing further education,,,,,,
1246,Gurugram,Haryana,Other,SC,2006,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,77.0,CERT-1246,not_placed,,,,,unverified,Health-related reasons,,,,,,
1247,Jaipur,Rajasthan,Female,General,1997,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,76.3,CERT-1247,not_placed,,,,,unverified,Pursuing further education,,,,,,
1248,Faridabad,Haryana,Male,ST,2004,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,64.3,CERT-1248,not_placed,,,,,unverified,No suitable openings in area,,,,,,
1249,Ghaziabad,Uttar Pradesh,Other,General,2004,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,65.7,CERT-1249,self_employment,Hospitality Helper (low-relevance role),Hospitality,,2024-06-21,confirmed,,active,,9000.0,9400.0,,
1250,Faridabad,Haryana,Other,ST,2006,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,58.8,CERT-1250,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
1251,Gautam Buddh Nagar,Uttar Pradesh,Female,ST,1990,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,76.8,CERT-1251,not_placed,,,,,unverified,Health-related reasons,,,,,,
1252,Gautam Buddh Nagar,Uttar Pradesh,Female,OBC,2005,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,dropped_out,66.6,,,,,,,,,,,,,,
1253,Ghaziabad,Uttar Pradesh,Other,General,2006,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,91.1,CERT-1253,not_placed,,,,,unverified,Wage offered too low,,,,,,
1254,Ghaziabad,Uttar Pradesh,Female,OBC,2007,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,53.2,CERT-1254,wage_employment,Hospitality Helper (low-relevance role),Hospitality,"Murty, Kala and Tata",2024-05-20,unverified,,ended,Left due to low wage relative to workload,11400.0,,,
1255,Faridabad,Haryana,Female,SC,1993,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,50.4,CERT-1255,wage_employment,Hospitality Associate,Hospitality,"Yohannan, Lall and Sangha",2024-05-04,confirmed,,active,,9700.0,9500.0,9500.0,
1256,Faridabad,Haryana,Female,ST,2007,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,46.5,CERT-1256,not_placed,,,,,unverified,Wage offered too low,,,,,,
1257,Gautam Buddh Nagar,Uttar Pradesh,Male,General,1990,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,93.2,CERT-1257,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1258,Gurugram,Haryana,Other,SC,1992,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,51.7,CERT-1258,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
1259,Gautam Buddh Nagar,Uttar Pradesh,Male,ST,1998,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,87.4,CERT-1259,self_employment,Hospitality Helper (low-relevance role),Hospitality,,2024-05-17,unverified,,active,,11000.0,11600.0,12000.0,
1260,Ghaziabad,Uttar Pradesh,Other,General,2004,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,50.2,CERT-1260,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
1261,Faridabad,Haryana,Female,ST,1998,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,45.7,CERT-1261,not_placed,,,,,unverified,Family responsibilities / not permitted to work,,,,,,
1262,Gurugram,Haryana,Male,SC,2005,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,46.1,CERT-1262,not_placed,,,,,unverified,Wage offered too low,,,,,,
1263,Gautam Buddh Nagar,Uttar Pradesh,Other,ST,2003,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,47.6,CERT-1263,self_employment,Hospitality Helper (low-relevance role),Hospitality,,2024-07-06,confirmed,,active,,10600.0,10700.0,11400.0,11900.0
1264,Jaipur,Rajasthan,Male,General,1992,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,56.7,CERT-1264,wage_employment,Hospitality Helper (low-relevance role),Hospitality,Shanker-Dhar,2024-06-21,unverified,,active,,10200.0,10500.0,11100.0,11500.0
1265,Gurugram,Haryana,Female,General,2006,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,69.1,CERT-1265,wage_employment,Hospitality Helper (low-relevance role),Hospitality,"Murty, Kala and Tata",2024-06-13,unverified,,ended,Health-related reasons,10800.0,11900.0,12400.0,
1266,Ghaziabad,Uttar Pradesh,Other,OBC,1997,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,62.9,CERT-1266,not_placed,,,,,unverified,Job location too far / relocation not feasible,,,,,,
1267,Ghaziabad,Uttar Pradesh,Male,OBC,1992,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,57.0,CERT-1267,apprenticeship,Hospitality Helper (low-relevance role),Hospitality,Bhatti-Kakar,2024-06-25,confirmed,,active,,9400.0,9900.0,10400.0,10800.0
1268,Jaipur,Rajasthan,Male,General,1996,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,97.3,CERT-1268,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
1269,Ghaziabad,Uttar Pradesh,Female,OBC,1993,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,61.0,CERT-1269,not_placed,,,,,unverified,Felt underprepared / skill mismatch,,,,,,
1270,Gautam Buddh Nagar,Uttar Pradesh,Female,General,1995,1,Housekeeping Operations,Hospitality,Faridabad Skill Centre 4,2024-02-02,2024-04-26,completed,80.6,CERT-1270,wage_employment,Hospitality Helper (low-relevance role),Hospitality,"Yohannan, Lall and Sangha",2024-06-01,confirmed,,active,,9300.0,,,
