trainee_id,name_or_anon_id,dob_year,gender,category,district_id,consent_flag,consent_ts
1476,TR-01476,1998,Female,ST,5,1,2024-11-18
1477,TR-01477,1998,Male,General,4,1,2024-11-18
1478,TR-01478,2005,Male,General,3,1,2024-11-18
1479,TR-01479,1999,Male,SC,4,1,2024-11-18
1480,TR-01480,1995,Other,ST,5,1,2024-11-18
1481,TR-01481,2007,Male,General,4,1,2024-11-18
1482,TR-01482,2001,Male,General,4,1,2024-11-18
1483,TR-01483,2002,Female,ST,2,1,2024-11-18
1484,TR-01484,1992,Other,General,4,1,2024-11-18
1485,TR-01485,2001,Female,OBC,2,1,2024-11-18
1486,TR-01486,2002,Other,SC,1,1,2024-11-18
1487,TR-01487,1998,Male,SC,4,1,2024-11-18
1488,TR-01488,2006,Female,SC,1,1,2024-11-18
1489,TR-01489,2007,Other,ST,4,1,2024-11-18
1490,TR-01490,1995,Other,ST,4,1,2024-11-18
1491,TR-01491,1991,Female,ST,1,1,2024-11-18
1492,TR-01492,2002,Male,OBC,3,1,2024-11-18
1493,TR-01493,1995,Male,ST,3,1,2024-11-18
1494,TR-01494,2007,Female,ST,2,1,2024-11-18
1495,TR-01495,2005,Other,ST,4,1,2024-11-18
1496,TR-01496,2000,Female,General,3,1,2024-11-18
